Sentiment,tweetText
1,I love that movie #toptastic
0,I dislike skiing #worstever
1,skiing is great #loveit
0,cheese is terrible #rubbish
1,that movie is brilliant #toptastic
0,this team is terrible #hateit
0,rock music is really bad #thumbs-down
1,cheese is the best #brilliant
0,We hate that film #nightmare
0,winter is terrible #worstever
0,I dislike that band #hateit
0,this game is terrible #nightmare
0,that movie is awful #fail
0,this team is awful #hateit
0,I loathe this band #thumbs-down
0,We loathe this book #thumbs-down
0,I dislike skiing #fail
0,this team is terrible #hateit
0,We dislike this team #nightmare
1,I love tea #loveit
0,We dislike this team #rubbish
1,I love tea #thumbs-up
1,I like summer #brilliant
1,I like this game #thumbs-up
1,this game is fantastic #favorite
0,that film is really bad #worstever
1,this book is brilliant #loveit
1,I like cheese #loveit
0,I loathe this book #nightmare
0,this team is really bad #rubbish
0,this book is terrible #hateit
1,I like summer #bestever
1,this team is fantastic #favorite
1,I adore tea #favorite
0,winter is rubbish #thumbs-down
1,tea is the best #loveit
0,coffee is really bad #hateit
0,tea is terrible #nightmare
0,that movie is terrible #thumbs-down
0,this book is awful #nightmare
0,tea is really bad #hateit
1,this book is great #bestever
0,that movie is really bad #thumbs-down
0,I dislike tea #worstever
1,this game is the best #thumbs-up
1,that band is fantastic #favorite
1,tea is fantastic #brilliant
0,I dislike summer #rubbish
0,skiing is rubbish #rubbish
1,rock music is the best #thumbs-up
0,the holidays is really bad #worstever
0,I dislike that movie #nightmare
0,this book is terrible #fail
0,coffee is really bad #thumbs-down
0,skiing is awful #worstever
0,rock music is awful #thumbs-down
1,that film is brilliant #brilliant
1,jam is brilliant #thumbs-up
1,I adore skiing #brilliant
1,I adore this book #brilliant
1,I like summer #loveit
1,We love that movie #toptastic
1,this game is fantastic #favorite
0,I dislike the holidays #fail
0,I hate this team #fail
1,winter is brilliant #loveit
1,that movie is great #bestever
0,I loathe winter #worstever
1,I like skiing #toptastic
0,I hate this team #thumbs-down
1,the holidays is the best #brilliant
0,that film is really bad #hateit
0,this game is awful #rubbish
0,this book is rubbish #rubbish
1,this team is brilliant #loveit
0,this game is rubbish #nightmare
1,this band is brilliant #bestever
1,I love cheese #favorite
1,I like jam #loveit
0,winter is rubbish #nightmare
0,I loathe cheese #thumbs-down
1,this game is great #brilliant
0,pop music is rubbish #fail
0,I dislike this game #nightmare
0,this band is terrible #nightmare
1,that film is brilliant #toptastic
1,I adore that film #bestever
0,skiing is awful #thumbs-down
0,the holidays is rubbish #rubbish
1,pop music is fantastic #toptastic
0,I loathe this book #worstever
0,I loathe the holidays #thumbs-down
1,jam is the best #loveit
0,tea is awful #worstever
1,this game is great #thumbs-up
1,that film is brilliant #favorite
0,winter is awful #worstever
1,I like cheese #toptastic
1,jam is the best #thumbs-up
0,that band is really bad #hateit
1,We like that film #brilliant
0,this book is really bad #worstever
1,that movie is the best #bestever
1,I like skiing #brilliant
1,I like this book #brilliant
1,We love this game #loveit
1,this game is the best #brilliant
0,this band is awful #worstever
1,I love rock music #bestever
0,I dislike skiing #nightmare
1,this team is the best #bestever
1,that film is great #brilliant
0,I loathe cheese #rubbish
1,We like that film #loveit
0,cheese is rubbish #worstever
0,rock music is really bad #nightmare
1,I adore skiing #loveit
0,this team is terrible #rubbish
1,this team is great #loveit
0,I hate summer #rubbish
1,jam is brilliant #bestever
1,I adore this team #loveit
1,I love winter #brilliant
0,cheese is really bad #worstever
0,that band is really bad #worstever
0,pop music is rubbish #nightmare
0,this team is terrible #fail
1,We love that film #bestever
0,I loathe the holidays #nightmare
1,that film is the best #thumbs-up
0,I hate pop music #thumbs-down
0,that film is terrible #thumbs-down
0,I hate rock music #rubbish
1,this team is the best #loveit
1,that movie is brilliant #favorite
0,that band is terrible #thumbs-down
1,that film is fantastic #bestever
1,I love this band #favorite
1,cheese is the best #favorite
0,We dislike this book #nightmare
0,tea is rubbish #hateit
1,I like this game #loveit
0,I hate this book #nightmare
0,We loathe that movie #rubbish
1,that band is brilliant #thumbs-up
0,I hate winter #worstever
0,classical music is really bad #fail
0,I loathe coffee #nightmare
0,I hate tea #hateit
0,this book is terrible #rubbish
0,this game is terrible #hateit
0,classical music is rubbish #nightmare
1,pop music is great #loveit
0,classical music is really bad #worstever
0,that movie is really bad #nightmare
0,that film is awful #rubbish
0,this team is terrible #thumbs-down
1,We adore this game #bestever
0,rock music is awful #rubbish
1,that band is great #bestever
0,that movie is really bad #fail
0,this game is really bad #rubbish
0,that film is really bad #rubbish
0,I loathe skiing #nightmare
1,that movie is brilliant #brilliant
1,this team is great #brilliant
0,I loathe that film #worstever
0,cheese is awful #thumbs-down
0,this book is terrible #rubbish
0,classical music is awful #hateit
1,I like this team #favorite
1,I like jam #bestever
1,that film is great #toptastic
1,I love coffee #toptastic
0,I loathe this band #fail
1,that film is great #brilliant
1,this game is fantastic #brilliant
0,I loathe that band #fail
0,the holidays is rubbish #thumbs-down
0,this book is awful #fail
0,tea is rubbish #worstever
0,this team is really bad #nightmare
0,We loathe that movie #fail
1,I like winter #brilliant
0,that movie is rubbish #worstever
0,I loathe cheese #hateit
1,I love this band #loveit
1,classical music is fantastic #loveit
1,I like that film #toptastic
1,We adore that movie #toptastic
0,We dislike this team #fail
1,I adore this team #favorite
0,that film is really bad #thumbs-down
1,We like that movie #brilliant
0,that movie is rubbish #rubbish
0,this team is rubbish #rubbish
1,I love the holidays #loveit
1,I adore skiing #favorite
1,I like coffee #toptastic
1,I love classical music #thumbs-up
1,that movie is the best #favorite
1,that movie is great #favorite
0,rock music is rubbish #hateit
1,coffee is brilliant #thumbs-up
0,tea is terrible #fail
1,pop music is brilliant #toptastic
1,that film is the best #favorite
1,I like this team #thumbs-up
0,I hate rock music #worstever
0,classical music is terrible #rubbish
1,We love this book #bestever
0,winter is awful #fail
1,that band is fantastic #toptastic
0,I dislike classical music #fail
0,the holidays is terrible #fail
1,that band is the best #toptastic
1,this team is the best #brilliant
1,the holidays is fantastic #thumbs-up
1,I love that film #bestever
0,I hate classical music #thumbs-down
1,We love that movie #loveit
1,this band is brilliant #toptastic
1,I love pop music #thumbs-up
1,coffee is brilliant #loveit
1,I love pop music #loveit
0,that movie is terrible #rubbish
0,rock music is really bad #rubbish
0,winter is really bad #hateit
1,I like that movie #bestever
0,I hate that film #fail
1,this team is the best #toptastic
0,that movie is terrible #thumbs-down
0,I loathe this band #nightmare
1,I like rock music #brilliant
1,skiing is brilliant #toptastic
1,I adore winter #bestever
0,that movie is awful #fail
0,We loathe this book #fail
1,We love that movie #bestever
1,I like jam #favorite
0,rock music is terrible #nightmare
0,this book is awful #rubbish
1,I love rock music #favorite
0,this book is really bad #rubbish
0,I hate the holidays #fail
1,I love jam #favorite
0,that band is awful #rubbish
1,We like that movie #bestever
0,I hate that movie #hateit
0,pop music is rubbish #hateit
0,I dislike classical music #nightmare
0,that movie is awful #worstever
1,winter is great #toptastic
1,rock music is brilliant #thumbs-up
0,I hate this game #nightmare
0,We hate this team #nightmare
1,cheese is brilliant #loveit
1,coffee is fantastic #thumbs-up
1,this book is the best #favorite
1,rock music is great #brilliant
1,I like the holidays #brilliant
0,I dislike jam #nightmare
1,I love cheese #loveit
1,I adore that band #loveit
0,the holidays is really bad #fail
0,this book is really bad #hateit
1,that film is great #loveit
1,I like cheese #thumbs-up
1,I adore cheese #bestever
1,I adore pop music #toptastic
1,skiing is brilliant #loveit
1,I love the holidays #brilliant
1,tea is the best #bestever
1,We adore that film #thumbs-up
1,We adore this book #toptastic
0,this game is awful #fail
1,summer is brilliant #favorite
1,cheese is great #favorite
1,this band is the best #brilliant
0,I loathe summer #thumbs-down
0,this game is really bad #hateit
0,this game is terrible #thumbs-down
0,I dislike summer #thumbs-down
0,classical music is rubbish #rubbish
0,I dislike coffee #thumbs-down
0,I hate this team #nightmare
0,I dislike tea #nightmare
0,jam is terrible #nightmare
1,pop music is brilliant #bestever
1,that movie is fantastic #brilliant
1,I love this book #loveit
1,I adore cheese #toptastic
0,that film is terrible #thumbs-down
0,I dislike tea #hateit
0,I loathe this team #rubbish
0,I hate summer #worstever
0,the holidays is terrible #thumbs-down
1,classical music is great #favorite
0,We dislike this book #hateit
0,this book is awful #rubbish
0,that movie is awful #hateit
0,summer is rubbish #worstever
0,I hate this book #worstever
1,I love classical music #favorite
0,I hate jam #rubbish
0,jam is rubbish #rubbish
0,that film is rubbish #worstever
1,the holidays is great #toptastic
0,this game is awful #worstever
0,pop music is awful #fail
0,that film is rubbish #fail
0,We hate this book #thumbs-down
1,I like skiing #favorite
1,I adore the holidays #toptastic
0,this book is rubbish #rubbish
0,I dislike coffee #fail
0,skiing is really bad #hateit
1,this book is fantastic #bestever
0,this book is rubbish #fail
0,that movie is terrible #rubbish
1,cheese is fantastic #thumbs-up
0,We hate this game #fail
0,I hate jam #worstever
0,winter is rubbish #fail
1,skiing is brilliant #thumbs-up
0,summer is rubbish #fail
1,that band is great #thumbs-up
1,summer is great #brilliant
0,I hate pop music #rubbish
1,that band is brilliant #brilliant
0,We loathe that film #hateit
0,rock music is really bad #worstever
0,I hate that movie #fail
0,I loathe this band #hateit
1,this band is great #bestever
1,that movie is great #toptastic
0,skiing is terrible #nightmare
0,summer is really bad #rubbish
1,this book is fantastic #favorite
1,I love classical music #brilliant
1,that film is brilliant #brilliant
1,coffee is fantastic #bestever
1,I like summer #toptastic
0,summer is terrible #worstever
1,cheese is the best #bestever
0,I hate coffee #nightmare
1,tea is brilliant #loveit
0,coffee is rubbish #fail
1,winter is the best #toptastic
0,that film is terrible #hateit
0,I loathe that movie #worstever
1,I like classical music #bestever
1,I love summer #bestever
1,I adore rock music #thumbs-up
0,tea is terrible #rubbish
0,I hate pop music #hateit
0,We loathe this team #thumbs-down
1,I adore this game #thumbs-up
1,summer is fantastic #brilliant
1,this game is fantastic #toptastic
0,that film is really bad #rubbish
1,We adore this game #toptastic
1,We like that movie #toptastic
1,skiing is fantastic #brilliant
1,coffee is brilliant #brilliant
1,I love this team #bestever
0,We hate that movie #rubbish
0,coffee is really bad #nightmare
1,coffee is brilliant #bestever
1,I love that movie #favorite
0,that movie is terrible #hateit
1,I like that movie #loveit
0,We loathe this team #nightmare
1,I like this game #toptastic
0,I dislike classical music #worstever
0,summer is terrible #thumbs-down
0,jam is terrible #thumbs-down
1,the holidays is brilliant #toptastic
0,that film is really bad #thumbs-down
1,this game is the best #brilliant
0,that movie is rubbish #hateit
1,I love cheese #bestever
1,summer is fantastic #toptastic
0,I hate winter #thumbs-down
0,We dislike this book #worstever
1,tea is fantastic #bestever
1,this book is brilliant #brilliant
0,the holidays is awful #rubbish
1,this team is fantastic #toptastic
1,that film is fantastic #loveit
0,I hate this band #fail
0,cheese is really bad #thumbs-down
1,this book is the best #bestever
1,this book is the best #favorite
1,jam is brilliant #favorite
1,that film is fantastic #favorite
1,tea is the best #favorite
1,this book is great #brilliant
0,coffee is terrible #thumbs-down
0,rock music is terrible #rubbish
0,We hate that film #rubbish
0,skiing is rubbish #fail
1,this band is great #favorite
1,I adore coffee #favorite
0,cheese is terrible #thumbs-down
0,classical music is terrible #nightmare
0,coffee is awful #worstever
1,cheese is the best #thumbs-up
1,rock music is the best #toptastic
0,this game is really bad #rubbish
0,pop music is really bad #fail
1,this book is brilliant #loveit
1,We love this game #bestever
1,jam is fantastic #toptastic
0,summer is awful #thumbs-down
0,We loathe that film #thumbs-down
1,I adore this book #thumbs-up
1,coffee is great #favorite
0,classical music is awful #rubbish
0,this team is awful #worstever
1,I like pop music #thumbs-up
0,I loathe skiing #fail
1,pop music is brilliant #thumbs-up
1,pop music is fantastic #loveit
0,We dislike this book #rubbish
0,tea is really bad #nightmare
1,this team is great #toptastic
0,winter is really bad #rubbish
0,winter is rubbish #worstever
0,I loathe that band #rubbish
0,classical music is terrible #fail
1,that band is the best #brilliant
0,this team is rubbish #worstever
1,I like this team #toptastic
1,that movie is fantastic #bestever
0,this book is really bad #nightmare
1,We love this game #brilliant
1,pop music is the best #favorite
0,skiing is awful #nightmare
1,We adore that film #loveit
1,I love this game #brilliant
1,We love that film #favorite
1,this game is the best #toptastic
1,winter is fantastic #favorite
0,this team is awful #fail
1,I like classical music #favorite
1,cheese is fantastic #favorite
0,I loathe that movie #thumbs-down
1,winter is great #brilliant
0,We dislike that movie #fail
1,I love this game #loveit
1,I like tea #loveit
0,We hate that film #worstever
1,I love that band #toptastic
1,I love classical music #bestever
1,classical music is great #bestever
0,I hate jam #nightmare
1,I love this band #thumbs-up
0,this band is rubbish #thumbs-down
1,I adore jam #thumbs-up
1,I adore this game #toptastic
0,this team is terrible #nightmare
1,I love coffee #brilliant
0,cheese is awful #nightmare
0,that film is awful #thumbs-down
0,coffee is awful #rubbish
1,that band is great #loveit
1,this game is fantastic #bestever
1,summer is the best #favorite
1,rock music is fantastic #thumbs-up
0,that film is awful #rubbish
1,this band is the best #bestever
0,that movie is awful #thumbs-down
1,I adore winter #loveit
0,this team is terrible #nightmare
1,I love that movie #thumbs-up
1,this game is great #loveit
0,I dislike rock music #hateit
0,this team is really bad #worstever
1,I love that film #thumbs-up
0,the holidays is rubbish #worstever
0,I dislike winter #thumbs-down
1,cheese is brilliant #thumbs-up
0,I hate pop music #fail
1,pop music is great #thumbs-up
1,cheese is brilliant #toptastic
0,I hate this book #hateit
1,We love that film #toptastic
1,I like tea #toptastic
0,winter is really bad #thumbs-down
0,I hate that band #fail
0,jam is awful #rubbish
0,I loathe winter #fail
1,that film is the best #toptastic
1,that band is fantastic #bestever
0,jam is rubbish #nightmare
0,tea is awful #hateit
0,I dislike rock music #thumbs-down
1,We adore that movie #thumbs-up
0,I loathe skiing #hateit
1,that movie is the best #favorite
1,I like skiing #bestever
0,that band is rubbish #rubbish
1,that movie is brilliant #bestever
0,that band is really bad #nightmare
1,this book is fantastic #loveit
0,I loathe this team #thumbs-down
1,this game is fantastic #toptastic
0,that film is terrible #fail
1,I like pop music #loveit
1,this book is the best #loveit
0,I loathe this band #rubbish
0,coffee is really bad #rubbish
0,the holidays is rubbish #nightmare
0,I hate classical music #worstever
1,We love this team #thumbs-up
1,I like classical music #brilliant
0,that movie is rubbish #thumbs-down
1,this team is fantastic #favorite
1,classical music is fantastic #toptastic
1,I love tea #favorite
0,tea is terrible #worstever
0,I loathe this game #thumbs-down
1,this band is brilliant #thumbs-up
1,tea is fantastic #thumbs-up
0,I dislike this team #rubbish
0,that movie is rubbish #fail
0,skiing is rubbish #hateit
1,this game is great #favorite
0,I loathe classical music #fail
0,tea is really bad #rubbish
0,that movie is terrible #worstever
1,I love summer #brilliant
0,summer is really bad #hateit
1,summer is brilliant #toptastic
1,this game is fantastic #thumbs-up
0,coffee is really bad #worstever
1,cheese is brilliant #favorite
0,I dislike rock music #nightmare
0,this book is rubbish #worstever
1,I adore summer #brilliant
1,We like this book #favorite
0,I loathe pop music #thumbs-down
0,jam is awful #fail
1,this band is fantastic #favorite
0,I dislike summer #fail
0,jam is really bad #worstever
1,this game is brilliant #bestever
1,that movie is brilliant #loveit
1,classical music is brilliant #thumbs-up
0,coffee is awful #thumbs-down
0,classical music is really bad #hateit
1,that band is brilliant #bestever
0,We loathe that movie #worstever
0,I loathe summer #fail
0,We hate that film #fail
0,We loathe this book #hateit
1,this team is brilliant #brilliant
1,classical music is brilliant #favorite
0,this game is terrible #thumbs-down
1,I adore summer #favorite
0,rock music is awful #worstever
0,We hate this book #nightmare
0,this band is really bad #nightmare
1,that movie is brilliant #thumbs-up
0,this team is really bad #hateit
0,I dislike coffee #worstever
0,I loathe jam #nightmare
1,I love that movie #bestever
1,this game is brilliant #thumbs-up
1,We adore that movie #loveit
0,I hate this band #nightmare
0,this book is terrible #fail
0,I loathe this team #worstever
0,summer is terrible #hateit
1,I love summer #thumbs-up
1,I adore coffee #brilliant
0,I loathe tea #rubbish
0,cheese is rubbish #thumbs-down
0,We dislike that film #hateit
1,this game is the best #thumbs-up
1,this team is great #brilliant
0,jam is really bad #hateit
0,I dislike this band #nightmare
0,pop music is really bad #rubbish
1,this game is the best #loveit
0,this book is awful #thumbs-down
0,that film is terrible #nightmare
1,the holidays is brilliant #loveit
0,I hate cheese #thumbs-down
0,pop music is terrible #fail
0,I loathe pop music #fail
0,this book is rubbish #nightmare
0,I dislike rock music #worstever
0,this band is terrible #fail
0,I hate jam #thumbs-down
0,tea is terrible #thumbs-down
1,that movie is brilliant #thumbs-up
1,winter is the best #favorite
1,I like that band #loveit
1,I love summer #loveit
1,summer is great #bestever
1,that film is brilliant #thumbs-up
1,rock music is brilliant #bestever
1,We adore this game #thumbs-up
0,I hate rock music #hateit
0,cheese is really bad #nightmare
0,I dislike that movie #rubbish
0,this band is awful #fail
1,this game is great #toptastic
0,skiing is really bad #fail
1,I like the holidays #favorite
0,I dislike pop music #hateit
1,tea is fantastic #loveit
1,cheese is great #toptastic
1,cheese is the best #toptastic
1,I adore winter #brilliant
1,I adore summer #loveit
0,that film is terrible #worstever
0,I dislike coffee #nightmare
0,pop music is really bad #nightmare
0,this band is awful #nightmare
0,We loathe this game #fail
0,summer is really bad #nightmare
0,this band is terrible #rubbish
1,I like skiing #loveit
1,jam is the best #toptastic
0,the holidays is terrible #hateit
0,I hate cheese #hateit
1,this game is great #loveit
1,skiing is the best #bestever
1,this game is brilliant #favorite
0,this team is really bad #thumbs-down
0,that movie is really bad #thumbs-down
0,that film is awful #fail
1,rock music is brilliant #favorite
0,the holidays is really bad #hateit
1,this book is the best #toptastic
1,I like winter #toptastic
0,jam is rubbish #fail
1,that movie is brilliant #favorite
0,that movie is terrible #nightmare
1,that movie is the best #loveit
1,that film is great #loveit
0,We dislike this game #fail
0,this game is rubbish #rubbish
1,that band is fantastic #brilliant
0,I hate skiing #worstever
0,I loathe summer #hateit
1,I adore summer #toptastic
0,this game is rubbish #thumbs-down
1,We love that film #thumbs-up
0,coffee is rubbish #thumbs-down
0,jam is rubbish #hateit
0,I loathe that band #nightmare
1,We love this team #loveit
1,this game is fantastic #thumbs-up
0,I hate this game #worstever
1,I adore skiing #bestever
1,I love classical music #toptastic
1,this book is great #thumbs-up
0,tea is really bad #thumbs-down
0,that movie is really bad #hateit
1,jam is great #bestever
1,I adore pop music #thumbs-up
0,I hate tea #fail
1,We adore this team #toptastic
1,I adore skiing #thumbs-up
0,I dislike jam #rubbish
0,that band is terrible #rubbish
0,that movie is really bad #hateit
1,classical music is brilliant #brilliant
0,I hate the holidays #rubbish
1,skiing is fantastic #favorite
1,I love this team #toptastic
1,this team is fantastic #brilliant
0,I hate the holidays #hateit
0,We hate this team #fail
1,classical music is the best #bestever
0,winter is awful #nightmare
0,I dislike that film #hateit
1,jam is the best #bestever
1,rock music is great #loveit
0,I dislike this band #fail
1,I like winter #favorite
1,I love summer #toptastic
0,I loathe pop music #worstever
0,jam is terrible #worstever
0,summer is awful #hateit
1,rock music is the best #loveit
1,that movie is brilliant #bestever
1,this book is great #brilliant
0,that band is awful #hateit
0,classical music is awful #fail
1,I like rock music #thumbs-up
0,I hate pop music #nightmare
1,that movie is the best #toptastic
0,I dislike this team #hateit
0,I dislike summer #hateit
1,tea is great #favorite
0,We hate that movie #worstever
0,this team is rubbish #fail
0,I loathe skiing #thumbs-down
1,that movie is fantastic #loveit
0,We dislike that film #worstever
1,coffee is great #bestever
0,I hate skiing #rubbish
1,coffee is the best #favorite
0,cheese is terrible #nightmare
1,this book is fantastic #favorite
1,rock music is the best #bestever
0,I hate coffee #thumbs-down
1,summer is brilliant #thumbs-up
0,skiing is really bad #worstever
0,the holidays is awful #hateit
1,skiing is great #favorite
1,that movie is the best #thumbs-up
1,I love that film #brilliant
1,summer is great #thumbs-up
1,coffee is fantastic #favorite
0,We loathe this game #hateit
1,tea is great #bestever
1,this team is the best #bestever
0,that band is awful #worstever
0,We dislike that film #nightmare
0,I dislike that movie #worstever
0,We hate this team #worstever
0,that band is rubbish #fail
1,We love this book #loveit
1,this game is brilliant #brilliant
1,I love that band #brilliant
1,this game is brilliant #favorite
1,I love pop music #brilliant
0,I loathe that film #thumbs-down
0,I hate winter #rubbish
1,that film is great #thumbs-up
1,this band is brilliant #brilliant
0,this band is really bad #thumbs-down
0,I dislike that band #nightmare
0,pop music is awful #rubbish
0,this band is rubbish #hateit
1,skiing is brilliant #brilliant
1,We like that movie #loveit
1,We like that film #favorite
1,I adore summer #thumbs-up
1,I adore this band #favorite
1,I like jam #thumbs-up
1,I love rock music #thumbs-up
1,We adore that film #toptastic
1,I like rock music #bestever
1,I adore jam #loveit
1,rock music is brilliant #toptastic
0,jam is really bad #fail
1,We love that movie #brilliant
1,I adore the holidays #bestever
0,rock music is terrible #hateit
1,I love this book #favorite
1,We adore this book #favorite
0,I hate that film #rubbish
0,We loathe that movie #nightmare
0,I dislike the holidays #nightmare
1,We like this team #loveit
1,this book is great #loveit
0,rock music is rubbish #thumbs-down
0,We dislike this game #worstever
0,We hate this book #rubbish
1,I love the holidays #toptastic
0,this game is awful #rubbish
1,this game is fantastic #brilliant
1,that band is the best #thumbs-up
1,this team is brilliant #favorite
0,I hate the holidays #worstever
1,that film is great #bestever
0,I dislike skiing #thumbs-down
0,cheese is really bad #rubbish
1,We like this team #toptastic
1,I like winter #bestever
0,this game is awful #thumbs-down
0,rock music is awful #hateit
1,that movie is brilliant #loveit
1,I like that band #favorite
0,I hate cheese #worstever
1,I adore this book #toptastic
0,this team is rubbish #rubbish
0,pop music is awful #hateit
1,tea is brilliant #bestever
0,We hate this book #hateit
1,We love this book #brilliant
1,the holidays is brilliant #favorite
0,I loathe rock music #fail
0,I loathe this game #worstever
0,I loathe this book #hateit
1,I adore that film #loveit
0,that movie is terrible #fail
1,classical music is the best #loveit
0,I dislike this team #thumbs-down
1,that band is fantastic #loveit
0,We dislike this game #hateit
0,I loathe this game #fail
1,pop music is the best #toptastic
0,that film is rubbish #worstever
0,this book is terrible #thumbs-down
0,this game is really bad #thumbs-down
1,I adore coffee #bestever
0,skiing is terrible #thumbs-down
1,I adore that movie #loveit
0,I loathe this book #fail
0,I hate tea #thumbs-down
0,this book is terrible #worstever
0,skiing is really bad #nightmare
0,I dislike winter #worstever
0,winter is rubbish #hateit
1,I like this book #bestever
1,I adore classical music #loveit
1,I like winter #thumbs-up
1,We adore that film #bestever
1,rock music is great #thumbs-up
1,I like that movie #brilliant
1,I like the holidays #bestever
1,I love skiing #toptastic
1,We adore that film #favorite
0,pop music is rubbish #rubbish
0,that band is rubbish #worstever
0,I loathe coffee #thumbs-down
1,that movie is fantastic #favorite
0,pop music is awful #worstever
1,I adore tea #toptastic
0,that film is rubbish #rubbish
0,I loathe rock music #worstever
1,jam is fantastic #bestever
1,skiing is the best #favorite
1,I like this book #favorite
1,this game is great #thumbs-up
1,I adore rock music #favorite
1,I like tea #favorite
1,pop music is fantastic #brilliant
1,the holidays is the best #thumbs-up
0,that film is really bad #worstever
1,I adore that movie #thumbs-up
1,this book is fantastic #toptastic
1,I like winter #loveit
0,summer is awful #rubbish
0,We dislike that film #fail
1,summer is fantastic #bestever
1,this band is great #thumbs-up
1,this book is the best #thumbs-up
1,I adore this band #bestever
0,I hate this band #rubbish
0,I dislike winter #fail
0,skiing is really bad #thumbs-down
1,I love cheese #toptastic
0,pop music is really bad #hateit
1,I like coffee #bestever
0,this book is rubbish #nightmare
1,We adore this game #loveit
1,I love that movie #loveit
0,I dislike pop music #thumbs-down
0,this game is terrible #rubbish
0,this team is awful #fail
0,I hate winter #nightmare
1,tea is fantastic #favorite
1,that movie is the best #bestever
0,this game is rubbish #nightmare
0,this band is really bad #worstever
1,I love that movie #brilliant
1,I adore pop music #favorite
0,that film is really bad #fail
0,this team is rubbish #hateit
1,I like summer #favorite
0,I hate this band #hateit
1,this team is great #bestever
1,coffee is fantastic #toptastic
1,this game is great #bestever
1,skiing is fantastic #bestever
0,I loathe summer #worstever
0,cheese is terrible #worstever
1,the holidays is brilliant #brilliant
1,I adore rock music #toptastic
1,this game is brilliant #toptastic
1,We adore this game #brilliant
1,We like this team #thumbs-up
1,I like this team #loveit
0,the holidays is really bad #thumbs-down
0,that band is terrible #fail
0,that film is really bad #nightmare
1,this game is fantastic #loveit
