tweetText,Sentiment
no shit it is called corona not cornhole virus if it gets that bad i have plenty of mismatched socks and old t shirts i would hate to see what the idiots would do if something actually bad happened,0
it is really appreciative we proud on corona worrier,1
सोचा lockdown हैं तो घर बैठे बैठे photography किया जाए touch & see complete pic pic dedicated to sir & dr sir sir for working tirelessly to save lives in ur 1 rt can encourage me to click more pic twitter com/zlban70v8f,1
ask why and how gave permission to kill indian citizens as bio terrorists corona suiciders,0
to the sumn bitch n atlanta with that coronavirus let my grandma n aunt get it i comin to fuck some shit up with extreme prejudice,0
it is wuhan corona virus or china fever,0
hindu group in india consumes cow urine to ward off coronavirus,0
this coronavirus shit getting krazy damn kd,0
in india people have their own faith everyone wants it to end as soon as possible so relax n by the way some people were using gau mutra and havan to remove the corona smiling_face_with_smiling_eyes,1
tati and donna kissing is like watching the corona virus and ebola mutate it was so gross,0
footage reveals florida beaches packed despite coronavirus threat,0
covid19 sticker sign pack protect yourself & community red_heart be smart stand apart …,1
a young man in bihar was beaten to death precisely because he had informed the district control room about two corona suspects who had arrived here in the state from mumbai the incident took place in sitamarhi in… …,0
1 to those who think there are not enough people dying from covid 19 to warrant our global governments' isolation rulings please realise that the numbers are not as high as they could be because of our governments' immediate actions and working together,0
how do businesses like mine which is into bespoke suits get cash flowing when v are 1 stuck with undelivered goods due to lockdown no payments made to me 2 due to lockdown cant meet new clients nor can manufacture any inflow but have to take care of staff,0
colombian groups exploiting coronavirus lockdown to kill activists pic twitter com/qgog53pplt,0
hahahaha scousers defeated by coronavirus inject itttt,0
there is a lot of fear and uncertainty right now but also time to enjoy the beauty around us happy to see my neighbors enjoying the outdoors while maintaining appropriate social guidance pic twitter com/voj5enr9kw,0
"celebrated music composer of the duo sajid wajid passes away at 42 he was suffering from covid 19 my prayers and strength for the entire family may his soul ""rest in peace"" …pic twitter com/dllooyro0r",0
stealth transmission' fuels fast spread of coronavirus outbreak undetected cases many of which were likely not severely symptomatic were largely responsible for the rapid spread of the covid 19 outbreak in china according to new research by…,0
half of britain's population suffers from corona oxford university research man_facepalming,0
wtf at this point when we should all come together to fight the real terrorist called corona virus,0
federal reserve slashes interest rates to confront coronavirus pandemic,0
this facebook profile is spreading misinformation and hatred this will lead to major riots and issues in lockdown kindly investigate,0
your admin staff is the the way they keep perma banning the good players from in game over b s on facebook,0
i hope this balding white man gets corona virus for getting in the sauna naked filthy little fuck head,0
coronavirus turns scuba trip into ‘nightmare' for massachusetts residents stranded in honduras,0
nice work love from muzaffarpur kanti,1
our chief condemns the ruling government on its inability to control covid19 deaths & prevention of its widespread across tn he further adds that govt kept on falsifying that spread is under control 66% of tn's infection ratio falls under chennai which is indigestible pic twitter com/eirupuprjo,0
bbc news coronavirus why we touch our faces and how to stop it,0
the risks in going to the gym during the coronavirus pandemic explained by experts,0
covid 19 relief offer on split air conditioners matlab kuch bhi clapping_hands,1
cheese with other home made food is the best thing for me to fight against corona in this lockdown tagging,1
everything is under control under the dynamic and farsighted leadership of his majesty the people's king and the royal government of bhutan it is not the time to panic but rather feel proud that all our… …,0
coronavirus resistance and the stress factor,0
today it is coronavirus tomorrow guinnessbola,0
bloomberg anchor scolds warren for democratic obstruction on coronavirus stimulus,0
many banks are keen to collect this month's (april 2020 )emi they do not want to understand people mindset in this lockdown situation shame on them,0
if you take a look at the data you would understand the reason coronavirus is not a thing in taiwan is because of the lack of test how can a place where have the best medical tech cannot test 300 suspected case in 3 days while singapore is testing thousands of cases every day,1
what if we asked our students what they enjoyed about home learning and brought back the ‘good stuff' into our classrooms once out of lock down _19,1
please the app forcing me to to repay loan amount but we are in knockdown but they harassing us please i'm reporting to take action people are suffering covid 19 and lock down please help us if you cannot we have only one option sucided &die /5m918biyvv,0
jesse kelly has a dire warning for politicians ignoring just how terrible the coronavirus shutdown is for small business owners,0
| trump warns americans of a tough two weeks ahead in 19 fight …,0
corona is communal in nature hence proved does not hit hindus,1
man attacked accused of causing coronavirus in belgium via /r/asianamerican,0
well what is the plan for reimbursement i hate you pic twitter com/eivxrxnarv,0
with my humble capabilities i ll promise ppl r lhr will b delighted i ll work as peasant work in the field your one stroke of pen eliminate covid19 from lhr see the magic call me for an interview,1
second death of a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 in …,0
do not want to worry anyone but i've got a sore throat do not think it is the coronavirus right now because i've had it for like a week with occasional heartburn but that is it i've had no other symptoms and i still have an apatite wish me good luck so i do not commit not alive,0
instead of having debate on corona pandemic and precautions for its government should take the precautions for these poor people on priority who all are suffering at the time of lockdown till date,0
temp checking isolates out those with a fever but what is scary about is that people are asymptomatic for up to 2 weeks but are grossly infectious during that time which makes selective isolation futile without testing to see who is infected better than nothing,0
so based on your post recently about remdisivir was recommended by china scientists is true to treat covid 19 looks likes the most promising medicine,1
karnataka sees biggest single day spike with 99 covid 19 cases 24 from bengaluru alone – at bhiwandi,0
the coronavirus is upending the census — and that could undermine democracy for a decade –,0
sounds very congested i was waiting for him to cough wait for the dow financial markets to react when his results come back positive,0
they say forture favours the brave and the way odisha governments took decision related to the ー19 thing first the hospitals then the independent lockdown and taking all measure to restrict the virus its commendable cheers,1
what is the criteria to fall under this scheme announced by the fed govt if my business has suffered due to covid how will i know that i wont have to pay the bills for next 3 months,0
let us quarantine the religious god's with in your house as they could not come to your risk in crisis and fight united to defeat covid19 …,0
sir my son nishant sinha is doing mbbs from onmu odessa ukraine these place is also effected from corona virous there are so many positive cases have been something for air lifting from ukraine to india hope for positive and early response,1
"neville accuses boris johnson of ""zig zagging all over the place"" on coronavirus",0
wih global interest rates sky rocketing the recession in 2020 was always coming the novel virus has boosted the chances difficult times ahead may allah protect everyone,1
first tom hanks then idris elba and now tormund the wildling has the corona virus we said trump goddamn it,0
i sincerely hope that is a sick joke you could potentially be responsible for infecting tons of people many of whom could either infect others who end up dying because of coronavirus or dying themselves you could be a mass murderer,0
“donald trump tests negative for coronavirus” the useless bastard just cannot do anything right,0
dear sir my uncle lived in samastipur bihar during lockdown his family with 3 small children stuck in kisanganj bihar now he want to return to samastipur can he get lockdown movement pass to return his home samastipur,0
with the onset of coronavirus it has become abundantly clear that the only thing american oligarcs will respond to is the threat of death time to start sharpening the guillotines ladies,0
birthday scenes during the lockdown …pic twitter com/iftduww1lx,1
"life's so much better when nobody knows what you are up to good morning shamrock magic out there waiting for schools to re open so they can give students an essay topic ""how i spent my lockdown""",1
that is the reason amidst the covid19 there is a rise many political theories,0
why in hell do u alow consistently shout out rhetoric against that he is responsible 4 coronavirus when calls it wuhan virus enough is ebough we do not need to divides us we need to come together not play blame game fire him now,0
"mn state senator/doctor jenson admits doctors are told to fake covid 19 death certificates 2 inflate numbers ""from a document i received i felt like they were saying you do not have 2 have a confirmed laboratory test 4 covid 19 in order 2 make the death certificate be covid 19"" pic twitter com/xpbsjtv3op",0
all bars and restaurants are closed the return of massive house parties,0
a great example of my anxiety just taking me completely over dave washing dishes me sweeping vacuuming folding laundry and cleaning the bathroom i had gotten on just to see how my work was on my job,0
most estimates quote 0 1% for flu and around 2 5% for coronavirus,0
ha what is better the fact that they not only tried to profit on the coronavirus but also tried to screw their own neighboors who lost their homes & lives in the tornado that makes it better,0
freedom is worth missing fragrance of mountains and its touch – at rajbagh,0
ー19 scary to think that the last place in the world where you can touch safely family and friends faces and body will be this screen and such apps when you tap pic twitter com/do1xjkfn1z,0
no evidence to suggest tablighi role in continuous rise in covid cases scientists via,1
if i get the coronavirus i'm sneezing on every cat owner i see,0
i'm officially pissed off at coronavirus,0
in what could be a straight out of bollywood type lockdown plot coming alive four men were arrested in jammu's poonch for faking the death of one among them to evade the coronavirus lockdown while making way towards their native village …,0
our best weapon against coronavirus is to test everybody rolling out antibody tests now would give us a much better idea of just how big and how lethal the epidemic is via,0
the man who to serve the poor and needy people's he is a ex mayor hyderabad majid hussain from day1 of till now no rest nothing hat's off to u sahab,0
ok sir now it is your turn i'll take two swabs one from your oropharynx then your nasopharynx do not worry it will only tickle *cough* hurt *cough* a lil bit hospital …,0
pandemic of mental illness is also as important as covid is it is high time to act as a nation (both awaam and media),0
"""solidarity” is an international (400 hospitals in 35 countries) clinical trial launched by who to compare four treatment options against covid 19 arm of halted in who solidarity trial …",0
govt is failed firstly in early implementation of preventive measure and now the strict compliance of sops the nos of corona victims r on massive increase after so called smart lockdown,0
the time ticking soo fast that i have been graduated now june month is here and fear of corona is still there do not know what going to happen next,0
an important retraction of a lancet paper,1
the visionary tata's support in india's industrial scientific and health etc basic structure is commendable which is helping the country in the fight against today,1
if my daughter does not get to have her high school graduation because people are morons and will not just stay the hell af home for the next two weeks you will not have to worry about the corona virus getting you you will have to worry about me,0
we will win fight against corona /ipebjo9zlq,1
market called the fed's all in bluff $spy,0
#ınstagood imdadullah72 days …,1
illness supposedly related to covid 19 would kill more people in the aftermath of the pandemic easing lockdown is key to avoid to such caterstrophic turn of events,0
you are if you do not know that you are spreading the virus or a cold or a flu or a traffic accident or any number of things that kill far more people than coronavirus every day this is craziness,0
watch new song on corona crisis on youtube sung by me and my sister song courtesy little soldiers movie,1
corona virus you mean swag something we asians got,0
despite nizzamudin it is good number not that much growth we can defeat corona soon,1
flagship prices increased by 3 to 6k looks like mobiles sales going to be all time low with lockdown adding more burden to economy …,0
innovative spirits to tackle covid 19,1
americans overwhelmingly approve of trump's coronavirus travel ban via,0
the coronavirus is not shit my ex was more toxic,0
put the whole country on lock down and stop the spread of this virus immediately all of the deaths and spreading of the coronavirus is your fault for not having enough supplies test kits quarantines in place do it now to protect american citizens,0
sad to know that the popular music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 rip pic twitter com/ts2bxacjzy,0
can we have an update on refund as per below tweets in such a situation where entire world is under lockdown there should be some positive reply from a responsible name like it is been delayed a lot and look forward to get the refund soon …,1
playing along to one of my favourites ‘kohinoor' by pic twitter com/udlca9pxxn,1
"very nice initiative by our and other officials we hv to fight against covid19 & we will get victory within 15 days if we follow the directions of our pm sahib & distt officials so 100% ""lockdown"" & if you need any thing there is no problem as admn is providing",1
"""coronavirus could hurt boeing more than the 737 max crisis""",0
you protested when the 2012 coronavirus was called mers (middle east respiratory syndrome) or the arab population is not important maybe you want him to name this virus far east virus,0
"""so if i had miss 80 litres of petrol in 90 days i will not fill my tank with 80 litres post lockdown"" some part of revenue is foregone forever man_bowing",0
this mickey mouse government suffers a “lack of forward thinking” report between 35% to 70% of canadians could become infected with coronavirus ffs teachers want to strike anyway,0
hill restaurant group we might have hurt our brand me ya think,0
i think it is being slightly over hyped by the media and i've seen that the flu is more deadly than the corona virus so tbh i'm not super worried about it,0
[video] coronavirus 70 to 80% of dutch flower production destroyed,0
covid19 family video,1
eid celebration down stay home,1
all i hear everywhere is coronavirus this and coronavirus that i'm less worrried about the actual virus and more worried i'm going to die in an accident creating by all the people freaking out about it at this point,0
bruh this corona virus shit with canceling everything is annoying smhhh,0
pelosi's coronavirus stimulus includes return of 'obamaphones ' other unrelated items gop says this drunk is crazy,0
coronavirus outbreak robert de niro joaquin phoenix among others sign editorial urging world leaders against 'returning to normal' firstpost,1
fuck corona pic twitter com/uvb8tlchmh,0
the media's handling of the coronavirus was exactly what trump was speaking to yet msm misrepresents at every turn and liberals repeat the lies did caro apologize for her/his tweet crickets,0
also pls help kids below 7th std pls do not start physical school till vaccine/medicine r made available to them else it would be very bad damage to kids as covid19 could spread fast in kids,0
tonight what lies will we hear will bernie continue fear mongering saying the will take more lives than wwii will biden be question about being vp during,0
i had a coworker today tell me his heart appointment was post poned due to the corona virus and will not be able to get in until a few months from now he has a serious heart condition and man this is just ridiculous,0
koyambedu improperly divided 2 meet d influx on d dates of mindless complete lockdown which was boomeranged 2 single sources made chennai a hotbed thank god kasimedu fishingyard not operative otherwise chennai would have been a land of corpses i am unhappy here in chennai,1
go corona plz ab jaao na my sweet enemy see this instagram post by,1
google bangalore employee tests positive for coronavirus and office park shuts down according to internal emails,0
miss u too babe lets meet after this corona thingy is over '(,0
in response to covid19 nba 2k20 has temporarily closed the neighbourhood _19,0
thread i'm a doctor board certified in internal medicine i work in a community hospital (affiliated with a major university hospital system) in an affluent area of a red state in the midwest coronavirus scares the shit out of me,0
an initiative step taken by the govt the decision to extend lockdown is good for the citizens of the country somehow ppl miss going out hangout with friends but once this is over we can go out and enjoy as much as we can but till the time we should stay in our home _19,0
since coronavirus is especially fatal to people older than 60 years of age sant shri asharamji bapu should be released from prison as he is 85 years old to reduce the risk of infection …pic twitter com/w9ecurqxtn,0
wicked nancy will take credit for all the good comes from the white house the hill's morning report — coronavirus tests a partisan washington,0
trump urged mnuchin to pressure fed's powell on economic stimulus in explosive tirade about coronavirus,0
covid 19 complete lockdown saturday & sunday business monday to friday till 7 00 pm,1
so they cancelled gym classes because of the see now i'm mad,0
fourth death in gurugram due to coronavirus infection 129 fresh cases | gurgaon news times of india …,0
"walmart is adding jobs in connecticut in relation to ""demand"" during the coronavirus scare",0
i want our youth to play their role in helping our fight against the covid 19 by joining our corona tiger force which will be organised to do jihad against the suffering caused by this pandemic,0
i'm so happy billie said something about because there is so many teenagers and young people who do not realize how intense and serious the situation is we need to take as many precautions as we can now before it gets too late,0
we will well soon we won this war against covid19,1
to those doing panic shopping to those walking around in masks and hand sanitizers to those staying indoors to those fleeing with their families to corona free countries gentle reminder to never again look down on refugees,0
from red_heart news front a lockdown music vedio by and team releasing soon,1
he is not worried about the coronavirus he can wash his hands and cover his mouth when he coughs worried about no toilet paper water bottles to crunch and no expensive restaurant food,0
do you know *some positive stories of past week coronavirus quarantine to take your mind off the gloominess* knowledge is light please subscribe my channel like | share | comment hit bell icon to get notification of latest video's pic twitter com/itzs5zds3d,1
going to be on the lines of this lockdown do something special for your mom/cook her a meal etc etc,1
when this corona shit passes we have to promise each other that we are going to tell to our kids that we survived a zombie apocalypse in 2020,0
ani did not mentioned the cause of death koi corona bata raha hai koi kidney failure …,0
ease the risks of coronavirus and other global threats join us for a timely discussion on april 1st,0
bored sitting at home remember there are peoples who have no homes,0
u should not advise bankers to leave job and should respect them also as they are covid warriors they are the back bone of economy and psb are always ready for govt call we worked day and night for jandhan demonitization as well as also in lockdown we are serving nation,0
"on march 9th dumb donnie (wants to ""nuke"" hurricanes) said that coronavirus cases will soon be down to zero dumb donnie (windmills cause cancer) loves putin as he co conspired for our kurd allies to be slaughtered and sells our military's blood to guard saudi arabian oil",0
i do not think this coronavirus is even that deep this is not the bubonic plague shit is literally an aggressive flu,0
ー19 #فيروس_كورونا #كرونا _coronasmuggler indeed folded_hands nothing is more satisfying than this red_heart backhand_index_pointing_right Pakistan – at karachi | کراچی pakistan,1
mitch mcconnell is doing the classic “victimhood card” by going after now mcconnell is seeking to destroy our judicial system for decades to come it is sickening & immoral to do this during the crisis #,0
anxious about coronavirus but still want to look at twitter mute the word in browser 1 click 'more' 2 'settings and privacy' 3 content preferences 4 muted (under 'safety') 5 muted words 6 click the + in top right 7 enter the word and choose settings 8 hit save,0
lying snake senator dumped up to $1 6 million of stock after reassuring public about coronavirus preparedness,0
going to try and but out the in hopes it goes away is not going to happen this should show the american people you are definately not up to the job as a leader no way now how,0
respected sir what is the time to fight together with corona but to stay away from far away victory will be ours god is with us,0
everything is strategy by as corona virus is garbage shit virus lol,0
coronavirus concerns cancel first two seattle cruise sailings of 2020 via,0
dear lovely coronavirus please know that if you touch our queen and goddess cher i will fight the living f**k out of you much jenie,0
first plasma therapy patient in recovers from coronavirus,0
yeah because continued eu freedom of movement will help stop the coronavirus,0
in light of the new measures announced by the govt to combat the spreading of covid 19 we will be implementing some changes to our operations to maintain our utmost best to safeguard the well being of everyone …,1
and corona slipped in,0
in this difficult time of covid 19 please advise how can we go out collect such a heavy school fees and pay in first week of april please advise schools to cancel fees hike and allow parents to pay till june'20 with 2 3 instalments,0
2 chinese americans use art to honor frontline covid fighters …,1
a view of deserted srinagar city illuminated by lights on the eve of shabi e qadr on wednesday amidst lockdown against covid 19 muslims across the globe offer night long prayers and recite quran during the 27th night of holy fasting month of ramzan – at srinagar,1
it very rare for me to get angry and even more unlikely for me to cry from anger but i'm pissed i just came home crying from anger because i took a few of our cartons of milk to my brother's coworker i'm not angry because i gave her some of our milk,0
"they started again china's deadly 'wet markets' are back start selling bats cats and pangolins amid covid pandemic source ""oneindia"" via dailyhunt download now",0
this is not the corona virus let us call it what it is it is the democrat virus they were so consumed with impeachment that they cost us valuable time in fighting this chinese engineered disease,0
we hosting a fuck party tn,0
front view of zee news markaz in noida this is the new hotbed of coronavirus spreaders in india this place single handedly derailing india's effort to fight covid 19,1
why containment measures are critical for fighting the spread of coronavirus,0
"pathetic service in kolkata india brought a 55"" & 65"" master series bravia tv paying huge amounts of money one of the tv is not working past 2 weeks but no here to attend inspite being partial lockdown here my contact no 9830726554",0
i really hope the panic from coronavirus reminds everyone to stop using their phone when they go to the bathroom,0
breaking a school in sydney's northern suburbs has closed due to coronavirus fears,0
might be cjp will ask from the federal govt that whether the corona will on leave especially wef from monday to friday and will remain in field on saturday & sunday,1
with,1
sick with worry an employer's guide to managing concerns in the via,0
portland has come up with brilliant idea to stop spread of coronavirus in the 'houseless' community,0
hotels anyway newark always seems so punitive from fines for giving beggars money to threatening jail time for spreading rumors online about coronavirus,0
the coronavirus is bad but think of all these poor people wiping their ass with paper towels,0
figures in america and europe cannot be trusted due to fake death certificates in rest of the world if you look at number of deaths carefully it is an every year sesonal flu with common corona virus,0
heard coronavirus ass told people ass need ass,0
"very nice initiative by our and other officials we hv to fight against covid19 & we will get victory within 15 days if we follow the directions of our pm sahib & distt officials so 100% ""lockdown"" & if you need any thing there is no problem as admn is providing",1
nahi bhakt aur bhagwan k bich corona nahi corona teaches us that these so called godmen & brokers of religion r in between god & his children does a child require any mediator to approach his parents shops of all mediators need to b shut …,0
the covid crisis has forced us to push pause & to cherish the small stuff,0
what kkm has been doing is a tremendous job we are halfway to the victory if total lockdown is a significant game changer then be it do not loosen the lockdown its going to hurt our pocket but we just have to there is no point of going back to work but die 1 week after,0
just watching & movie psycho and in movie when asked who is your fav bowler he said that‘s why you are world ambassador pic twitter com/l1xy1sstwo,1
it is time to bring revolution let us join our hands and something should be done so that people of will do not have to go out ー19,1
i am more worried about my family becoming impoverished than us catching coronavirus,0
can coronavirus shut the hell up for a minute i need to see my therapist but cannot for 1 2 weeks cus the bitch ass is scaring everyone,0
wud be happy states take u into board and plan to curb corona earliest,1
doctor says president tests negative for coronavirus,0
is a congregation of traitors they were successful in defeating the sole purpose of the be ready for the daily spikes of new cases which has now started till then act secular as and,1
sorry but i do not think i can stomach a trump cartoon i pray every night for this nightmare to end soon and i do not mean the coronavirus,0
federal govt skeptical of punjab's coronavirus testing data …,0
absolute nonsense you are basing flu deaths on estimate cases and coronavirus death on confirmed cases you have zero idea how many people in the usa have coronavirus as more and more people get tested the death rate will drop drastically as it has in china and south korea,0
please burn corona infected dead persons in electric creeamatorium,0
thanks to this hindu family heart_suit they woke up to prepare sehri for this muslim girl she is a student and she is living with them due to the ongoing lockdown humanity alive heart_suit,1
hi are there any exceptions to canceling non refundable tickets booked to attend a convention postponed due to concerns about novel coronavirus can a refund be processed for a group of students,0
good morning medam india fight corona wonderful leadership hon pm ji and thanks support sir and ji,1
this gobar terrorist has gone completely gobar they are all back your gaumutra pm does not even speak to cms of indian states your coronavirus suspect flee from hospitals because they know doctors remove vital organs and sell them thugstan hang your head in shame,0
"""look for the helpers"" in these scary pandemic times we could all use a little mr rogers like re assurance by via twitter com/xvha2aq1cq",0
i do not believe we are overreacting to the coronavirus there is no vaccine for it and there will not be one for at least a year the fatality rate is over 3% versus 1% for the flow we have no idea how many people are testing positive for the virus going to be huge numbers,0
when was this picture is my last one taken with soo much with soo much of fear factor built now and __19 being this picture will just be a great memory,0
there are people who need to go back to work to get paid or else they will die of hunger not covid machines and factories need to be kickstarter to get the economy running i imagine the decision is complex,0
welcome to corona from the corona capital if india,1
numerous signs of the spread of the coronavirus within the society,0
recover soon you are a corona warrior,1
for stock punters lockdown & no lockdown does not make sense they have lost almost 50% in march on an average worst month since 1998 for industrialist obviously they have pressure to retain manpower & business,0
i'm so sick of this coronavirus shit its ridiculous how much of it is flooding socials you all worried about dying of this when you could get gunned down or in a car accident,0
citizens love you police covid 19 has transformed our hearts for khaki how many other government department officials have been entrusted with public sewa none other than you even doctors safety is you responsibility now our respect is for every rank thank you jai ho smiling_face_with_smiling_eyes red_heart,1
have a boost for your immune system now fight the virus with your own immunity grab a juice cleanse program and stay healthy (covid 19 promo set at only $69) *ending 31st…,1
raise your voice for justice of victumized telenor bank employees who have been terminated from their jobs durimg the corona pandemic i appeal chief justice of pakistan prime minister imran and state bank of pakistan to take noitice of these illegal termination of employees,0
give me a break trump is a con man he uses “double speak” he said the coronavirus was a hoax by the dems fact in their description of trumps after the fact statement was covering up trump admin has made a terrible mess he is downplaying it all,0
intensifying coronavirus fears rattle voters and elections officials in advance of tuesday primaries,0
ayatollah west does not want its virus failures to be seen sunday 10 may ⁣ ⁣⁣ _day ⁣⁣ ⁣⁣,0
if i was ever tested positive from coronavirus i'd bitchslap everyone around me,0
lockdown did its job but now i fear the will force us to coming in june 2nd week …,0
this coronavirus shit has my anxiety in a bunch,0
the administration might really but i am sure the lecturer stills want you to finish your term paper and the midterm tests do not bother a lot i can help you out with affordable prices,0
dear sir us secretary of defense and the war against the 19 covid virus has evolved into a global war …,0
i'm not even gunna be upset if i get the coronavirus ima be mad as hell you are gunna tell me after 5 years of hell at uci a week before i graduate a flu is gunna take me out no ma'am no not over here do not even got money for all that,0
what if they started a war — but everyone was infected with coronavirus and too sick to fight,0
we must not let small businesses fail boeing caused their troubles long before coronavirus,0
need of the hour is lockdown continue,0
check out big gallery of motivation and inspirational quotes fire fire,1
first of june 2020 after lockdown 5 /3xbuwuiep0 – at tata ariana,1
cleaning all my devices tonight phones tablets laptops point of sale machines key fobs ー19,0
assalam walekum bhai god bless you and your bhai i ask you 1 request please i am in my also in tension for so please bhai help me bhai 'm from hyderabad bhai do not mind salman folded_hands folded_hands crying_face crying_face my contact no 7287862345,0
a confirmed case of covid 19 in sa kaeo is a thai waitress recently back from pattaya a timeline was released of her movements over the past two weeks …,0
thank you so much to those human being who are working & helping while our country is locked down due to covid 19 really hats off god bless you guys jai hind India jai maharashtra triangular_flag,1
intimidating a look at demand for critical care beds in italy during the early days of outbreak there,0
the central government has quarantined 1800 people linked to jamaat event meanwhile the number of covid 19 positive cases has gone up by 358 in the biggest spike in 24 hr period some suicide bombers will self destroy and also destroy this country with their foolishness as fig pic twitter com/92hlykyzha,0
georgia postpones presidential primary after coronavirus fears becoming second state to move its election 1584229533 … newsweek,0
>> jammu and kashmir reports 07 new positive cases of coronavirus raising total no of confirmed cases to 62 with 02 deaths & 02recoveries official,0
do i have coronavirus or is it just a hangover the question on every australian's mind this morning _19australia,0
some (many ) people get the coronavirus but do not get ill as in have no symptoms so probably will not get tested anyway,0
‘love your neighbor as yourself ' matthew 22 39 niv,1
web designer covid 19 national lockdown day 8 bbcearth _photography2018 _n_wings … …,1
this damn corona virus came at the wrong damn time allergy season came in full force now i cannot tell if people sneezin because they sick sick or not,0
17 days in solitary lockdown,1
costco suspends free sample program in stores amid coronavirus concerns,0
and do corona free your busines with complete digital marketing by maps solution … …,1
coronavirus testing on kids is a nervous next step on way to covid 19 vaccine,0
this just means small business owners will close permanently the govt is a fucking with the lives of small business owners and not taking responsible action lockdown and ensure small businesses survive,0
tormund did not kill a giant at 10 sleep with the giant's wife and suck the giants tit for 3 months just to be taken out by coronavirus,0
corona is fake,0
when curfew on kashmir is neglected by world superpower then as a consequence that superpower has become most affected country by coronavirus and there is no one who can console for their loss,0
corrupt democrats spreading fear and causing panic to cause a global economic collapse approx 7 000 people die every day in the usa from causes other than the coronavirus only 200 have died in the us from coronavirus so 200 is a very small number why are we all panicking,0
this is worst than covid19,0
my thoughts today definitely need some mindset shifting today this low level anxiety around the coronavirus is very unsettling i'm trying to focus on the things i can control today how about you how are you coping pic twitter com/otogkmveca,0
it is not the flu it has much greater long term effects than the flu and it spreads incredibly easy in order to understand the prevention of the spread of the coronavirus you must understand herd immunity which it seems you do not,0
my heart sinks if not coronavirus hunger would kill folk and vice versa …,0
covid 19 research reviews – bcm family,1
they do not test much anyone for the coronavirus so that the numbers in japan stay low fortunately anyway i'm in a remote part of the country where we will probably be the last to get affected/infected,0
"a m*slim couple thanked rss saying ""aap toh khuda ho"" after the rss swayamsevak helped the pregnant m*slim woman deliver in ambulance mizoram church praised rss for helping people from north east with food money and materials during lockdown rss is beyond religion",1
absolutely love these & even more so under the current circumstances,0
this man is about to pummel coronavirus into submission stay strong king,0
thanks for our mla corporator and ghmc team for their good work in curtailing spreading of covid 19 virus,1
once i catch coronavirus i got a list of people to go see talk shit get sick,0
really enjoy an educated pakistani pm quoting aristotle on when asked how to keep the ー19 fundraiser apolitical 'man is a political animal' thank you for this initiative pic twitter com/t5wnqregua,1
its funny seeing all these people fight and panic over food the same people who discriminated over muslim refugees fleeing their war torn countries the audacity wash your ass karen,0
this coronavirus got serious real quick pretty scary,0
human cause nature disaster nature retaliates corona amphan n locust n further become worst,0
for sure during protest social distancing is lost and close contacts between each other may defenitely be enough reason for the spread of covid 19 cases increasing disproportionately so sad and sorry about the circumstances andcause of self inflicting damage for americans …,0
my mom coworker kids got the coronavirus and he bringing that shit to her job i already had to deal with her with the flu,0
corona & locust are okay the deadliest & dangerous virus should be tackled first,0
lessons for hard times insights from …,0
wow the same as migrants in maharastra pyaade hai bcoz nothing done the best financial capital guardian minister has never been able to control covid19 in mumbai highest nos of cases in city & maharastra rare work of mahavikasaghadi then other states,1
around the world people r protesting out side us embassy is the super powers power so many country's curse is there for us of the day no one is above gods power n goerge floyds death is beginning of disaster of super power r jobless in us#,0
i'm an episcopal priest we do not check our brains at the door (i've had the talk with my parishioners last sunday and today about how to deal with the coronavirus threat ),0
along with the spread of the coronavirus also comes a rise in xenophobia and racist incidents toward the asian american community here's how the bay area is trying to combat it,0
sir as per up and haryana govt delhi mei jyada corona hai so delhi is saving their life should not govt make some temp hospitals like mumbai in up/haryana border,0
coronavirus just got worse,0
chief minister naveen patnaik praises sonu sood for helping stranded girls return to their home in odisha amid the lockdown chief minister naveen patnaik took to twitter to express his gratitude and praise bollywood… …,1
what a dope nolte bette midler attacks trump for not wanting ‘america's coronavirus numbers' to ‘go up' via,0
when the coronavirus scare is over i'm going to hug everyone i meet,0
you all really are going nuts over the coronavirus only in america you all,0
crisis over $spy $es_f $uup $tlt $vixpic twitter com/wytxqo22ez,0
oh you have no idea how much i've looked forward to these each day they have been a highlight of thess quarantine / lockdown days in sad to see it end thank you,0
good evening sir my self nishant solanki i have vaccine for coronavirus but it is not sure,1
allah made you you are beautiful allah takes care of you you are safe allah is with you you are not alone so cheer up and smile globe_showing_Europe-Africa crescent_moon kaaba mosque cloud_with_rain Pakistan,1
good solution,1
coronavirus just canceled 4/20 and now i'm mad good thing we have a whole month of it,0
*astard did not you kick them out of delhi shame on you doing theatrics now …,0
i'm doing wellness checks on a few teachers that i feel could be in danger if they were to get one of my teachers went to costa rica on spring break make sure you are looking after your teachers you all,0
hallmark movie writers somewhere are crying tears of joy writing a script where two enemies enter quarantine together as everything shuts down from coronavirus & they unexpectedly fall in love … it will be called “love sick” the girl will be white and the guy will also be white,0
why congress n other opposition not forming a group of corona fighters to reach out to medicos m hungry people alongwith public trusts who r actually reaching out,0
lol no politics on corona ahmed,1
london 2012 olympics day album 8year game badminton championship saina nehwal didi ji folded_hands folded_hands jawab white_heavy_check_mark nahi badminton sports_medal party_popper confetti_ball beautiful amazing to god blessed day bouquet rose bouquet yes coronavirus plus face_with_tears_of_joy thinking_face loudly_crying_face folded_hands yes,1
